Product_Reviews,Polarity,Type,State,Language
Salaamat seller hehehhe GANDA po heheh good for ML hehehhe 6 days nandito na Salamat shoopeeeee .. kuha ako ulit boss heheheh🔥🔥😉,,,,
Napaka goods ❤️❤️❤️,,,,
Good,,,,
Hindi sakto ung realme 7i na ceramic🥺 tps tinanggal ko ung sticker pang realme 7 sya ,,,,
Ganda po ,,,,
NAPAKAGANDA SUPER KASE FULL THEN GANDA SA KAMAY THANKYOUUU!,,,,
Maganda,,,,
thank you so much! ❤️,,,,
👍👍👍👍👍👍👍👍👍👍,,,,
Nice og nindot pd kaayo ang packaging 😊👌 thanks po,,,,
Solid po,,,,
salamat shopee,,,,
Thankyou seller and ganda!!,,,,
Very nice!👍an daling ikabit at tanggalin pg mali in pg lagay..d xa maselan ikabit at very affordable price😊,,,,
👍👍👍👍👍,,,,
service is good at ang bait ng seller chinat pa ako. well delivered walang sira,,,,
Gooooddddssss,,,,
Hindi sya yung typical na tempered glass.manipis lng sya at bendable parang screen protector lang.i hope na matibay at magtagal.thanks sa delivery boy ng jnt,,,,
"ang mura niya lang, nakabili kasi ako sa iba 200+ lol same lang din sila quality.",,,,
"Thank you, Seller! ",,,,
Ok po wla damage,,,,
Poor packaging but okay naman yung item,,,,
Very good ang items..,,,,
Thank you seller very much satisfied sa products...receive in good condition very secured grabeng balot at nka bubble rap...thanx shoppe and sa rider...5 star kaau sa akin...dito nah AQ mg oorder ulit,,,,
Maganda po siya 💞💞💞 love it very much... doble dobleng cartoon po siya to make sure na hindi siya masisira..ndi rin po siya hard touch,,,,
Thanks super ganda gnamit ko na agad yung case and tempered and salamat din sa seller kasi pinicturan nya muna bago i send ❤️❤️❤️,,,,
May konting scratch sa realme c3  na ceramic pero ok lang naman salamat,,,,
"Sorry ndi q n sya napicturan kc kinabit n po agad nmin, maayos nman po ang pagkakapack at sage po tlga ung tempered nka  carton p po,salamat po kay seller at kay kuya rider god bless po",,,,
"okay naman kahit napa-praning ako baka pagdating e, warak na. pero safe naman pala whahshahahshaha. anyways, order na kayo bagong album ng exo sabi ng bb ko!!!!😠😠😠😠 ",,,,
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,
Nakuha ko yung items ko safely. Salamat po,,,,
may konting scratch pagdating,,,,
Thank you seller😊 for fast transaction. I love the case and tempered. The items is complete and no damage.It's well packed.,,,,
bilis ko nareceive amazing!!!,,,,
all items came. although there was a mistake in the first batch but the seller was really accomodating! will order again!!,,,,
Maganda ang produkto..Very affordable pa .kompleto ang items kong dumating at tama lahat ang order ko..nagsesend muna c seller ng picture Bago iship out..ang bilis din dumating..I recommend this store..5 star po kau sa akin..Sana lng magpa freebies naman kau😁😁😁,,,,
ang cute ng butas super laki kasya hinlalaki.,,,,
Jgfgjgebjycxafehhjtthrgdfdsvdbgkhjhvbfvdffgjykjvbdcdsdsvfyhngvdedgtjyhnfvvdfbf aaxdv,,,,
Maganda mukang matibay at magtatagal .worth it ung prize😊 very accommodating seller👌😍 thank u 🤗 order ako ulit😊,,,,
Napaka smooth gamitin 😁,,,,
5 Star agad kasi good condition naman yung item ❤️,,,,
super good thanks shoppeeee muaahh😘🥰,,,,
Rsicndkfiwkmdkfgowjdkdoef,,,,
jwjsjnsnnoolkqnbwjsjdjiwiwiiiekmkakkkeiifignktioaoekkosooaooook,,,,
maganda yung item salamat🥰,,,,
Thank you Sa mabait na seller  at npaka responsible🤗🤗🤗 legit ceramic tlaga sya  medyo lumabo ngalang phone ko pero ok narin saka my bubble sa Loob Ng phone ko Salamat seller 🤗😍,,,,
OK NAMAN YUNG PRODUCT KASO SOBRANG TAGAL DUMATING. MAGANDA YUNG PRODUCT.,,,,
MAGAAAAANDAAA SYA KASI NAKA WRAP NG KAHON NA MAKAPAL PARA DI MASIRA YUNG TEMPERED THANKYOU SELLER OORDER ULIT KAMI SA SUSUNOD!!! ,,,,
Thank you...,,,,
👍👍👍,,,,
Bilis ng delivery.,,,,
Ang ganda't saktong sakto yong size sa cp ko tas ang mura pa😍😍 at ambilis din naasiksaso ni seller itong order kokaya salamat seller😊🥰. Salamat din sa JnT kasi ambilis nila magdeliver at napaka bait din ng delivery guy🤗,,,,
Good quality 😊,,,,
Thank you so much,,,,
All in good,,,,
Quality,,,,
Hoy seller kain ka palagi ha HAHAHAHAHA,,,,
Okay yung pagka- packaged but when we open it may konting basag na mahaba but it's not noticeable it's still nice thank youuu🙂,,,,
"ok sya maganda   pero nung.  nilagay kona  nadidisapoint lang ako kasi parang malabo  pero maganda  ang quality. nya 
atsaka nga lang kapag mag iiswipe ka may tunog parang hindi ko bet bat maganda  ang packaging nya. 👍💯",,,,
"Ganda... 
Thanks and God bless",,,,
😊😊😊😊,,,,
Drop the mother father beat yeahh uhh iniisip kagabi ang kamay ko ay hindi na mapakali gusto ko mag ubas ng gatas pwede bang pabili nagugutom pa ako baka pwede pang pabili uhh cash out everyday kitang pantasya tinutunaw mo ako sayong mga mata ayoko pumunta pero ako ay dumating na di nako makahinga.,,,,
Good Quality to ang smooth pang gaming pala hahahaha,,,,
Ang ganda talaga,,,,
Thank you seller ,,,,
Madumi yung item. Pag open mo may bubbles at dust na yung pinakang tempered. Hindi rin napakinabangan. Although nagsend si seller ng pic bago iship yung product. Ngayon lang ata ako nagbigay ng 1 star sa shopee bcs I am really disappointed. Not recommended. :(,,,,
Wag na kayung mag order ddto scam po ...kulangkulang Ang epindala nila ..sa apat na enurder ko 2 lang nka rating,,,,
https://tse2.mm.bing.net/th?id=OGC.2c86b6f6398fd426c104d02c495a181c&pid=Api&rurl=https%3a%2f%2fmedia.giphy.com%2fmedia%2fPwQJQsujHzaFO%2fgiphy.gif&ehk=AVR4KoNGBfeneypAtOK5G5xZSWhL69Ld%2bjByWlgI8Fc%3d ,,,,
Thank you!,,,,
naka note na fragile unlike sa iba hindi. well done seller💖,,,,
"Hiiiii thankyouu, sobrang secure ng itemsss!!! Sa uulitin. ❤️",,,,
Maganda worth it yung 65❤️❤️,,,,
"Nice. Thank you seller, JNT and shopee. Maganda pagkakabalot tapos sealed at nilagyan talaga ng fragile para iingatan nla ang pag deliver. So far wala namang nabasag. Salamat again. Will order soon. 😊 God Bless. 😇😇",,,,
Maganda na. Mura pa. Ok din pagkaka balot. 👍👍👍👍👍👍❤️❤️ bili na,,,,
Bulook,,,,
Maganda siya walang sira nung dumating sakin and well package din siya,,,,
Received already sobrang bilis dumating  kaso nasayang lang ayaw lumapat sa phone 😒 marunong naman ang nag lagay kaso ayaw talaga lumapat nag bubbles parang mai dumi sa loob 😒,,,,
Maganda pang gamer talaga!!,,,,
on time naman dumating ... ok na din yung pag pack kahit pinag tagping karton lang at least may concern sa item . . . . thumbs up 😁👍,,,,
Seller is very accommodating and item is in Good condition and quality! Fits my device! Will buy again!,,,,
My second purchase. Ganda ng quality 💯👍,,,,
Nice,,,,
Ang tagal dumating Mali pa ng yung na bigay...NAKA REALME C11 AKO TAS BINIGAY REAL ME 6?!?!? NGAYON LANG AKO NAGORDER SA SHOPEE NG GANITO SAYANG PERA WAG NA KAYO BUMILI DITO!! Sayang lang pera nyo 😑 paano ko gagamitin to nabuksan ko n?!?! Nakakadismaya,,,,
"Thank you seller at shopee pati na rin sa nagdeliver, receive item po at well packed pa, may magagamit na rin mga anak ko, until my next order po thank you again ",,,,
Thank you seller nagsend muna siya ng pics bago iship. Safe ung item dahil nakalagay na fragile ung nasa loob. Kumpara sa ibang seller,,,,
Ganda po ☺️,,,,
"Maganda yung ceramic sobra lalo na sa gaming , kaso we all know na napaka struggle ang pagkakabit HAHA 😂 pagpapawisan kang literal lalo na kapag pasmado kamay mo HAHAHA ",,,,
Thank you seller!!!! ❤️ Good condition 💯,,,,
oke lng .. but not 100% satisfied sa convo with seller . anyway thanks ! goodquality naman at fast shipping,,,,
nrhdbsusbsusbsusbsusbusbsusbsusbusbsusbsubsusbshehshhshshshshhshshshshshshhsbshsbhsbsusbshshhshshshshhshs,,,,
Thankyou seller im happy..will order again....,,,,
Maganda siya .. sobrang perfect promise,,,,
Ganda :),,,,
4 star po muna di ko pa nakakabit,,,,
 SOBRANG GANDA PO 🥰🥰🥰👍👍👍,,,,
Thank you 😊,,,,
maganda naman sya.di ko lang sure kung gawa ba talaga sya sa glass,,,,
Good product..😍,,,,
"Maganda ang item! Shipped on time, bilis ng delivery! ",,,,
Hmmmmmmmmmmmm..... maganda naman daw sabi ng bebe ko whaahhaha thanks shopee I got it for 28 pesos onleeeeh. ,,,,
fit really on my realme 7 pro. very nice tempered for its price. thanks. ,,,,
"Just received and installed the contents all fits and no defect

Thank you seller",,,,
Maganda sya di lang maganda pagkalagay ko hahaha may mga bubbles pa 🤣 thank you 💗,,,,
Salamat shoppe,,,,
"Thank you, items are properly wrapped.. 🥰😊",,,,
Panget puro gasgas na agad hays..dpat d na nyo na binebenta yan 28 pesos bulok ang gaspang pa ,,,,
The quality is good. And so is the packaging. It was wrapped in carton and some buuble wrap.  The variation is also correctly given,,,,
Sobrang ganda,,,,
"Ganda gamitin, ang smooth lalo kung maglalaro ka ng ml or pubg. Sakto sa screen, yung bezels niya di halata kahit sumobra ka ng onti sa paglagay, solid yung color di tumatagos yung backlight. Thankyou seller 🙏",,,,
"the best lahat ng items, goods na goods talaga. Complete at walang damage. Thankyou and god bless",,,,
hsjsjdne,,,,
"I think maganda sya di ko pa nalalagay sa cellphone ko, ang tagal lang dumating ng order thank you sa kuyang nag deliver kahit di sabay sabay yung inorder ko",,,,
Maganda po sya ..ty po❤️🥰hehe nakabit kona kc agad kaya diko na mapic..😅,,,,
Niceee lodssss!,,,,
Maganda lahat😇😘,,,,
"ang ganda ng products. ang bait pa ni seller, nagsend ng picture before shipping 💯👍👏",,,,
Walang wet wipes,,,,
"Excellent Quality
Very Accomodating Seller
Well Packaged
Item Shipped Immediately
Will order again

THAKYOU SO MUCH. LEGIT AT SMOOTH PALAGI ❤❤",,,,
"Complete item.,maganda nman sya...",,,,
Hind pala temperd to screen protector lang ang labo pa kaya di kuna lang ginamit ok lang 7 pesos ko lang naman nabili dahil sa 7o%pesos cashback,,,,
The items were delivered successfully. Thank u seller,,,,
Excellent quality and very accomodating seller.,,,,
Smooth naka maniac agad ako ,,,,
solid kumikita ako,,,,
Thank you seller. Super ganda niya at safe na nakarating dito sa amin. Looking forward to order again soon. 😊,,,,
"Ilan beses nako nakakaorder dto, pero eto sa last ko may guhit Yung screen nya panget tuloy tignan nung kinabit na parang crack na sya.",,,,
Maganda sya kaso ngalang nag karoon sya ng scratch kala ko anti scratch din sya ppedo maganda fantastic,,,,
"Thank you so much po....
Na received ko na po ung items....
Mabait si seller ngsesend po sya ng pic before ship out ung items...",,,,
"Order complete, at tama lahat ng deliver sakin",,,,
Wow sobrang legit nya and bago ideliver nag pasa pa ng picture si seller thank you po ng marami ,,,,
"Na rcv ko na po,, subrang bilis ng delivery.. magnda ang pgkabalot kaya walang damage.. thankyou so much.. order ako ulit... ",,,,
Thanks seller at sa j&t...well pack at walang damage.,,,,
Super nice👌👌 baet din ni seller. Thanks,,,,
The product is 100% good,,,,
"Ganda ng quality. Thanks Seller ❤
Complete orders received and balot na balot😊",,,,
Okay na sana mabilis deliver may gasgas lang na mahaba sa bandang taas na part,,,,
thank you seller 😊,,,,
the item was good.,,,,
"Maganda yung quality nung item. Safe yung mga items kase bukod sa may sariling case, ilang cut pa ng carton yung naka-sandwich. Thank you!!",,,,
"nagkamali lng aq ng order seller,matte plastic ung nkuha ko dapat pala glass tempered hndi po cya talaga glass my pagkaplastic lng cya but anyway order nlng ulit ok nmn wala prblma rider ok din thanks seller will order again two clear glass tempered",,,,
THANK YOU SALER OKEY NAMN SYA,,,,
ok slamat ,,,,
Fcfjfyfu,,,,
"nareceive ng maaga yung order.......
nagsend si seller ng picture bago ipadala yung item......sakto sa size ng phone .",,,,
Maganda sya,,,,
KUNG PEDE 10STARS BGAY E BBGAY KO. sarap sa daliri ng tempred glass n to! quality!,,,,
Legit 💯 ang ganda ng product. Nagsesend din si seller bago iship ang item. Sobrsmg magustuhan ko kaya na paorder ulit ako for my mom. Thank you. ,,,,
Thankyou po seller...,,,,
Ok siya,,,,
❤️,,,,
From Bicol okay na okay Ang packaging sure na hindi mababasag Ang tempered bilis din dumating From Bicol pako Thank u seller ,,,,
Nice,,,,
Thankyou ambilis ng deliver 1 day lang ata ako nag antay nextime po uli Next ko ceramic uli hehe Working din otg type c Thankyou thankyouuuuuu,,,,
One star Lang kase may basag Yung binigay sakin tapos may gasgas pa Sayang pera 😡😡😡,,,,
nung nakaraan ko lang sya inorder dumating sya agad.  napaka ayos ng packaging. salamat seller.,,,,
Very satisfied,,,,
Maganda po ung item and thank you po seller ,,,,
"thank you po,,makakalaro n aquh nito na d pinapwisan kamay..order po aquh ulit next time...",,,,
"Ang bait ni seller ,nagsesend bago i-ship ang items kaya lang hindi ko nagustuhan yung pagkabalot , parang used na din yung ceramic glass may scratch konti ,yung 9D na tempered satisfied ako don.. Okay na din ! ",,,,
Potangena anlupet mo❣️,,,,
"So far one of the best experience ko to sa shopee, they know how to communicate with their customers, and yung items dumating ng super safe! Will order again soon",,,,
Goods na goods. Thank you seller,,,,
complete package at ang bilis dumating 😊😊  talagang sealed ang mga tempered at walang nabasag gumagana din yung otg type c at nagamit ko na agad we will order again thank youu ❤️❤️❤️❤️,,,,
Una hindi naka bubblerap panagalawa sa karton lang nakalagay kaya hindi maaiwasan na hindi mag ka damage ang kahit anong tempered kaya pag dating sakin may damage WAG NA KAYO DITO BUMILI DYOSKO !,,,,
Maganda Yung product at secure talaga pag ship guyzz....I will recommend this shop sa nag hahanap ng tempered,,,,
..good quality and fast delivery..tnx s seller..,,,,
Sakto sia sa cp ng ank ko salamat seller,,,,
Dkopa alam kung nasa bahay na ,,,,
Nice and good!,,,,
Javauaajaaajoa siaowbauaoabswiowmabsuskabauwoebsjaoqmbwehksnwheoanahaisikenwkwiqiajsjjsjsjsjsjsjsjjshsibbakab,,,,
❤️,,,,
thankyouuu po sulit ang binayad namin❤️ napakabilis ng delivery❤️ will order again po ❤️,,,,
Legit 💯,,,,
Ok naman. Mali lang ung bngay sken na isa ng order.,,,,
"Ang ganda nya, safe yung pagkakapack, walang sira yung item nang dumating. Thanks po ❤️❤️❤️",,,,
Goods na Goods,,,,
Its ok screen protector. Thank you shopee ❤️,,,,
medyo di sya sakto sa screen pero onti lang naman all goods to mga pare lalo na sa mga gamer SOLID LODS! ,,,,
"Maganda po sya...😍😍 love it,ang smooth lng i-touch and ung headset ok dn sya..thanku seller!!goodjob👌👌👌",,,,
Good ,,,,
"Okay naman siya, maayos ang pagkaka-pack niya, tsaka good quality na rin. Hindi siya makinis guys like yung tempered glasses kasi ceramic 'to pero maganda siya kasi hindi agad-agad mababasag tsaka malinis siyang tingnan, try niyo na rin, medyo malabo nga lang pero maganda.",,,,
Thank you seller....,,,,
"sobrang sealed, thank you seller and also kay kuyang nagdeliver! ",,,,
❤️❤️❤️❤️❤️,,,,
Thanks,,,,
Maganda at mabilis dumating. Salamat seller ,,,,
Good quality..Good packaging..i recommended this shop..thanks seller and shoppee.,,,,
its good,,,,
"Good conditio
Ty seller",,,,
Good quality,,,,
Solid,,,,
Legit store...nagsesend ng picture  bago ipa deliver kaya 5stars ...🥰🥰🥰,,,,
Thank u,,,,
Ok ok ok na mabilis po at maganda. Salamat shopee... ,,,,
Love it,,,,
Maganda,,,,
Good Quality Thanks seller! ,,,,
May konting guhit yung tempered pero ayos naman ,,,,
Thank you seller ,,,,
gandara....🥰🥰🥰🥰🥰,,,,
"Yes 5 Star! Very recommended shop! Approachable si seller and nagsend muna ng picture bago i ship out. Ambait din ng courier,kahit na ginabi sya  kasi umulan,huhu godbless kuya!Thankyou seller, Goodluck sa business mo, Godbless u! ",,,,
"Maganda ang temepered Glass
Kahit pasmado kamay ko nakakatouch ng maayos, all goods talaga",,,,
👌👌👌👌,,,,
Legit❣️,,,,
Okay yung Items naka pack ng maayos Although medjo natagalan lang yung Delivery. Nagsent si Seller ng Picture bago ishipped.,,,,
Ok na ok...nagustuhan ko..5star ibibigay ko kc mabilis din dumating..thank you shopee at kay seller..pati sa rider na nagdeliver...,,,,
